gagnasafn,rod,lykill,dags,gildi,texti
island_finnland,ec_expected_hicp_1_2y,,2010-06-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2010-07-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2010-08-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2010-09-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2010-10-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2010-11-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2010-12-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2011-01-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2011-02-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2011-03-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2011-04-01,2.201737,""
island_finnland,ec_expected_hicp_1_2y,,2011-05-01,2.201737,""
island_finnland,ec_expected_hicp_1_2y,,2011-06-01,2.201737,""
island_finnland,ec_expected_hicp_1_2y,,2011-07-01,2.201737,""
island_finnland,ec_expected_hicp_1_2y,,2011-08-01,2.201737,""
island_finnland,ec_expected_hicp_1_2y,,2011-09-01,2.201737,""
island_finnland,ec_expected_hicp_1_2y,,2011-10-01,2.201737,""
island_finnland,ec_expected_hicp_1_2y,,2011-11-01,2.201737,""
island_finnland,ec_expected_hicp_1_2y,,2011-12-01,2.201737,""
island_finnland,ec_expected_hicp_1_2y,,2012-01-01,2.201737,""
island_finnland,ec_expected_hicp_1_2y,,2012-02-01,2.201737,""
island_finnland,ec_expected_hicp_1_2y,,2012-03-01,2.201737,""
island_finnland,ec_expected_hicp_1_2y,,2012-04-01,2.074643,""
island_finnland,ec_expected_hicp_1_2y,,2012-05-01,2.074643,""
island_finnland,ec_expected_hicp_1_2y,,2012-06-01,2.074643,""
island_finnland,ec_expected_hicp_1_2y,,2012-07-01,2.074643,""
island_finnland,ec_expected_hicp_1_2y,,2012-08-01,2.074643,""
island_finnland,ec_expected_hicp_1_2y,,2012-09-01,2.074643,""
island_finnland,ec_expected_hicp_1_2y,,2012-10-01,2.074643,""
island_finnland,ec_expected_hicp_1_2y,,2012-11-01,2.074643,""
island_finnland,ec_expected_hicp_1_2y,,2012-12-01,2.074643,""
island_finnland,ec_expected_hicp_1_2y,,2013-01-01,2.074643,""
island_finnland,ec_expected_hicp_1_2y,,2013-02-01,2.074643,""
island_finnland,ec_expected_hicp_1_2y,,2013-03-01,2.074643,""
island_finnland,ec_expected_hicp_1_2y,,2013-04-01,1.51957,""
island_finnland,ec_expected_hicp_1_2y,,2013-05-01,1.51957,""
island_finnland,ec_expected_hicp_1_2y,,2013-06-01,1.51957,""
island_finnland,ec_expected_hicp_1_2y,,2013-07-01,1.51957,""
island_finnland,ec_expected_hicp_1_2y,,2013-08-01,1.51957,""
island_finnland,ec_expected_hicp_1_2y,,2013-09-01,1.51957,""
island_finnland,ec_expected_hicp_1_2y,,2013-10-01,1.51957,""
island_finnland,ec_expected_hicp_1_2y,,2013-11-01,1.51957,""
island_finnland,ec_expected_hicp_1_2y,,2013-12-01,1.51957,""
island_finnland,ec_expected_hicp_1_2y,,2014-01-01,1.51957,""
island_finnland,ec_expected_hicp_1_2y,,2014-02-01,1.51957,""
island_finnland,ec_expected_hicp_1_2y,,2014-03-01,1.51957,""
island_finnland,ec_expected_hicp_1_2y,,2014-04-01,1.030206,""
island_finnland,ec_expected_hicp_1_2y,,2014-05-01,1.030206,""
island_finnland,ec_expected_hicp_1_2y,,2014-06-01,1.030206,""
island_finnland,ec_expected_hicp_1_2y,,2014-07-01,1.030206,""
island_finnland,ec_expected_hicp_1_2y,,2014-08-01,1.030206,""
island_finnland,ec_expected_hicp_1_2y,,2014-09-01,1.030206,""
island_finnland,ec_expected_hicp_1_2y,,2014-10-01,1.030206,""
island_finnland,ec_expected_hicp_1_2y,,2014-11-01,1.030206,""
island_finnland,ec_expected_hicp_1_2y,,2014-12-01,1.030206,""
island_finnland,ec_expected_hicp_1_2y,,2015-01-01,1.030206,""
island_finnland,ec_expected_hicp_1_2y,,2015-02-01,1.030206,""
island_finnland,ec_expected_hicp_1_2y,,2015-03-01,1.030206,""
island_finnland,ec_expected_hicp_1_2y,,2015-04-01,0.773652,""
island_finnland,ec_expected_hicp_1_2y,,2015-05-01,0.773652,""
island_finnland,ec_expected_hicp_1_2y,,2015-06-01,0.773652,""
island_finnland,ec_expected_hicp_1_2y,,2015-07-01,0.773652,""
island_finnland,ec_expected_hicp_1_2y,,2015-08-01,0.773652,""
island_finnland,ec_expected_hicp_1_2y,,2015-09-01,0.773652,""
island_finnland,ec_expected_hicp_1_2y,,2015-10-01,0.773652,""
island_finnland,ec_expected_hicp_1_2y,,2015-11-01,0.773652,""
island_finnland,ec_expected_hicp_1_2y,,2015-12-01,0.773652,""
island_finnland,ec_expected_hicp_1_2y,,2016-01-01,0.773652,""
island_finnland,ec_expected_hicp_1_2y,,2016-02-01,0.773652,""
island_finnland,ec_expected_hicp_1_2y,,2016-03-01,0.773652,""
island_finnland,ec_expected_hicp_1_2y,,2016-04-01,0.80321,""
island_finnland,ec_expected_hicp_1_2y,,2016-05-01,0.80321,""
island_finnland,ec_expected_hicp_1_2y,,2016-06-01,0.80321,""
island_finnland,ec_expected_hicp_1_2y,,2016-07-01,0.80321,""
island_finnland,ec_expected_hicp_1_2y,,2016-08-01,0.80321,""
island_finnland,ec_expected_hicp_1_2y,,2016-09-01,0.80321,""
island_finnland,ec_expected_hicp_1_2y,,2016-10-01,0.80321,""
island_finnland,ec_expected_hicp_1_2y,,2016-11-01,0.80321,""
island_finnland,ec_expected_hicp_1_2y,,2016-12-01,0.80321,""
island_finnland,ec_expected_hicp_1_2y,,2017-01-01,0.80321,""
island_finnland,ec_expected_hicp_1_2y,,2017-02-01,0.80321,""
island_finnland,ec_expected_hicp_1_2y,,2017-03-01,0.80321,""
island_finnland,ec_expected_hicp_1_2y,,2017-04-01,1.475126,""
island_finnland,ec_expected_hicp_1_2y,,2017-05-01,1.475126,""
island_finnland,ec_expected_hicp_1_2y,,2017-06-01,1.475126,""
island_finnland,ec_expected_hicp_1_2y,,2017-07-01,1.475126,""
island_finnland,ec_expected_hicp_1_2y,,2017-08-01,1.475126,""
island_finnland,ec_expected_hicp_1_2y,,2017-09-01,1.475126,""
island_finnland,ec_expected_hicp_1_2y,,2017-10-01,1.475126,""
island_finnland,ec_expected_hicp_1_2y,,2017-11-01,1.475126,""
island_finnland,ec_expected_hicp_1_2y,,2017-12-01,1.475126,""
island_finnland,ec_expected_hicp_1_2y,,2018-01-01,1.475126,""
island_finnland,ec_expected_hicp_1_2y,,2018-02-01,1.475126,""
island_finnland,ec_expected_hicp_1_2y,,2018-03-01,1.475126,""
island_finnland,ec_expected_hicp_1_2y,,2018-04-01,1.550816,""
island_finnland,ec_expected_hicp_1_2y,,2018-05-01,1.550816,""
island_finnland,ec_expected_hicp_1_2y,,2018-06-01,1.550816,""
island_finnland,ec_expected_hicp_1_2y,,2018-07-01,1.550816,""
island_finnland,ec_expected_hicp_1_2y,,2018-08-01,1.550816,""
island_finnland,ec_expected_hicp_1_2y,,2018-09-01,1.550816,""
island_finnland,ec_expected_hicp_1_2y,,2018-10-01,1.550816,""
island_finnland,ec_expected_hicp_1_2y,,2018-11-01,1.550816,""
island_finnland,ec_expected_hicp_1_2y,,2018-12-01,1.550816,""
island_finnland,ec_expected_hicp_1_2y,,2019-01-01,1.550816,""
island_finnland,ec_expected_hicp_1_2y,,2019-02-01,1.550816,""
island_finnland,ec_expected_hicp_1_2y,,2019-03-01,1.550816,""
island_finnland,ec_expected_hicp_1_2y,,2019-04-01,1.393824,""
island_finnland,ec_expected_hicp_1_2y,,2019-05-01,1.393824,""
island_finnland,ec_expected_hicp_1_2y,,2019-06-01,1.393824,""
island_finnland,ec_expected_hicp_1_2y,,2019-07-01,1.393824,""
island_finnland,ec_expected_hicp_1_2y,,2019-08-01,1.393824,""
island_finnland,ec_expected_hicp_1_2y,,2019-09-01,1.393824,""
island_finnland,ec_expected_hicp_1_2y,,2019-10-01,1.393824,""
island_finnland,ec_expected_hicp_1_2y,,2019-11-01,1.393824,""
island_finnland,ec_expected_hicp_1_2y,,2019-12-01,1.393824,""
island_finnland,ec_expected_hicp_1_2y,,2020-01-01,1.393824,""
island_finnland,ec_expected_hicp_1_2y,,2020-02-01,1.393824,""
island_finnland,ec_expected_hicp_1_2y,,2020-03-01,1.393824,""
island_finnland,ec_expected_hicp_1_2y,,2020-04-01,0.679018,""
island_finnland,ec_expected_hicp_1_2y,,2020-05-01,0.679018,""
island_finnland,ec_expected_hicp_1_2y,,2020-06-01,0.679018,""
island_finnland,ec_expected_hicp_1_2y,,2020-07-01,0.679018,""
island_finnland,ec_expected_hicp_1_2y,,2020-08-01,0.679018,""
island_finnland,ec_expected_hicp_1_2y,,2020-09-01,0.679018,""
island_finnland,ec_expected_hicp_1_2y,,2020-10-01,0.679018,""
island_finnland,ec_expected_hicp_1_2y,,2020-11-01,0.679018,""
island_finnland,ec_expected_hicp_1_2y,,2020-12-01,0.679018,""
island_finnland,ec_expected_hicp_1_2y,,2021-01-01,0.679018,""
island_finnland,ec_expected_hicp_1_2y,,2021-02-01,0.679018,""
island_finnland,ec_expected_hicp_1_2y,,2021-03-01,0.679018,""
island_finnland,ec_expected_hicp_1_2y,,2021-04-01,1.466628,""
island_finnland,ec_expected_hicp_1_2y,,2021-05-01,1.466628,""
island_finnland,ec_expected_hicp_1_2y,,2021-06-01,1.466628,""
island_finnland,ec_expected_hicp_1_2y,,2021-07-01,1.466628,""
island_finnland,ec_expected_hicp_1_2y,,2021-08-01,1.466628,""
island_finnland,ec_expected_hicp_1_2y,,2021-09-01,1.466628,""
island_finnland,ec_expected_hicp_1_2y,,2021-10-01,1.466628,""
island_finnland,ec_expected_hicp_1_2y,,2021-11-01,1.466628,""
island_finnland,ec_expected_hicp_1_2y,,2021-12-01,1.466628,""
island_finnland,ec_expected_hicp_1_2y,,2022-01-01,1.466628,""
island_finnland,ec_expected_hicp_1_2y,,2022-02-01,1.466628,""
island_finnland,ec_expected_hicp_1_2y,,2022-03-01,1.466628,""
island_finnland,ec_expected_hicp_1_2y,,2022-04-01,4.427368,""
island_finnland,ec_expected_hicp_1_2y,,2022-05-01,4.427368,""
island_finnland,ec_expected_hicp_1_2y,,2022-06-01,4.427368,""
island_finnland,ec_expected_hicp_1_2y,,2022-07-01,4.427368,""
island_finnland,ec_expected_hicp_1_2y,,2022-08-01,4.427368,""
island_finnland,ec_expected_hicp_1_2y,,2022-09-01,4.427368,""
island_finnland,ec_expected_hicp_1_2y,,2022-10-01,4.427368,""
island_finnland,ec_expected_hicp_1_2y,,2022-11-01,4.427368,""
island_finnland,ec_expected_hicp_1_2y,,2022-12-01,4.427368,""
island_finnland,ec_expected_hicp_1_2y,,2023-01-01,4.427368,""
island_finnland,ec_expected_hicp_1_2y,,2023-02-01,4.427368,""
island_finnland,ec_expected_hicp_1_2y,,2023-03-01,4.427368,""
island_finnland,ec_expected_hicp_1_2y,,2023-04-01,4.2918,""
island_finnland,ec_expected_hicp_1_2y,,2023-05-01,4.2918,""
island_finnland,ec_expected_hicp_1_2y,,2023-06-01,4.2918,""
island_finnland,ec_expected_hicp_1_2y,,2023-07-01,4.2918,""
island_finnland,ec_expected_hicp_1_2y,,2023-08-01,4.2918,""
island_finnland,ec_expected_hicp_1_2y,,2023-09-01,4.2918,""
island_finnland,ec_expected_hicp_1_2y,,2023-10-01,4.2918,""
island_finnland,ec_expected_hicp_1_2y,,2023-11-01,4.2918,""
island_finnland,ec_expected_hicp_1_2y,,2023-12-01,4.2918,""
island_finnland,ec_expected_hicp_1_2y,,2024-01-01,4.2918,""
island_finnland,ec_expected_hicp_1_2y,,2024-02-01,4.2918,""
island_finnland,ec_expected_hicp_1_2y,,2024-03-01,4.2918,""
island_finnland,ec_expected_hicp_1_2y,,2024-04-01,2.265556,""
island_finnland,ec_expected_hicp_1_2y,,2024-05-01,2.265556,""
island_finnland,ec_expected_hicp_1_2y,,2024-06-01,2.265556,""
island_finnland,ec_expected_hicp_1_2y,,2024-07-01,2.265556,""
island_finnland,ec_expected_hicp_1_2y,,2024-08-01,2.265556,""
island_finnland,ec_expected_hicp_1_2y,,2024-09-01,2.265556,""
island_finnland,ec_expected_hicp_1_2y,,2024-10-01,2.265556,""
island_finnland,ec_expected_hicp_1_2y,,2024-11-01,2.265556,""
island_finnland,ec_expected_hicp_1_2y,,2024-12-01,2.265556,""
island_finnland,ec_expected_hicp_1_2y,,2025-01-01,2.265556,""
island_finnland,ec_expected_hicp_1_2y,,2025-02-01,2.265556,""
island_finnland,ec_expected_hicp_1_2y,,2025-03-01,2.265556,""
island_finnland,ec_expected_hicp_1_2y,,2025-04-01,1.8781,""
island_finnland,ec_expected_hicp_1_2y,,2025-05-01,1.8781,""
island_finnland,ec_expected_hicp_1_2y,,2025-06-01,1.8781,""
island_finnland,ec_expected_hicp_1_2y,,2025-07-01,1.8781,""
island_finnland,ec_expected_hicp_1_2y,,2025-08-01,1.8781,""
island_finnland,ec_expected_hicp_1_2y,,2025-09-01,1.8781,""
island_finnland,ec_expected_hicp_1_2y,,2025-10-01,1.8781,""
island_finnland,ec_expected_hicp_1_2y,,2025-11-01,1.8781,""
island_finnland,ec_expected_hicp_1_2y,,2025-12-01,1.8781,""
island_finnland,ec_expected_hicp_1_2y,,2026-01-01,1.8781,""
island_finnland,ec_expected_hicp_1_2y,,2026-02-01,1.8781,""
island_finnland,ec_expected_hicp_1_2y,,2026-03-01,1.8781,""
island_finnland,ec_expected_hicp_1_2y,,2026-04-01,2.642951,""
island_finnland,ec_expected_hicp_1_2y,,2026-05-01,NaN,""
island_finnland,ec_expected_hicp_1_2y,,2026-06-01,NaN,""
island_finnland,spf_expected_hicp_1_2y,,1999-01-01,1.163621,""
island_finnland,spf_expected_hicp_1_2y,,1999-02-01,1.21565,""
island_finnland,spf_expected_hicp_1_2y,,1999-03-01,1.262643,""
island_finnland,spf_expected_hicp_1_2y,,1999-04-01,1.314672,""
island_finnland,spf_expected_hicp_1_2y,,1999-05-01,1.310132,""
island_finnland,spf_expected_hicp_1_2y,,1999-06-01,1.305441,""
island_finnland,spf_expected_hicp_1_2y,,1999-07-01,1.300902,""
island_finnland,spf_expected_hicp_1_2y,,1999-08-01,1.310736,""
island_finnland,spf_expected_hicp_1_2y,,1999-09-01,1.320571,""
island_finnland,spf_expected_hicp_1_2y,,1999-10-01,1.330088,""
island_finnland,spf_expected_hicp_1_2y,,1999-11-01,1.460333,""
island_finnland,spf_expected_hicp_1_2y,,1999-12-01,1.586377,""
island_finnland,spf_expected_hicp_1_2y,,2000-01-01,1.716623,""
island_finnland,spf_expected_hicp_1_2y,,2000-02-01,1.752026,""
island_finnland,spf_expected_hicp_1_2y,,2000-03-01,1.785146,""
island_finnland,spf_expected_hicp_1_2y,,2000-04-01,1.820549,""
island_finnland,spf_expected_hicp_1_2y,,2000-05-01,1.861767,""
island_finnland,spf_expected_hicp_1_2y,,2000-06-01,1.904359,""
island_finnland,spf_expected_hicp_1_2y,,2000-07-01,1.945577,""
island_finnland,spf_expected_hicp_1_2y,,2000-08-01,2.016621,""
island_finnland,spf_expected_hicp_1_2y,,2000-09-01,2.087665,""
island_finnland,spf_expected_hicp_1_2y,,2000-10-01,2.156418,""
island_finnland,spf_expected_hicp_1_2y,,2000-11-01,2.055708,""
island_finnland,spf_expected_hicp_1_2y,,2000-12-01,1.958246,""
island_finnland,spf_expected_hicp_1_2y,,2001-01-01,1.857535,""
island_finnland,spf_expected_hicp_1_2y,,2001-02-01,1.916062,""
island_finnland,spf_expected_hicp_1_2y,,2001-03-01,1.968925,""
island_finnland,spf_expected_hicp_1_2y,,2001-04-01,2.027451,""
island_finnland,spf_expected_hicp_1_2y,,2001-05-01,2.121164,""
island_finnland,spf_expected_hicp_1_2y,,2001-06-01,2.218001,""
island_finnland,spf_expected_hicp_1_2y,,2001-07-01,2.311714,""
island_finnland,spf_expected_hicp_1_2y,,2001-08-01,2.264088,""
island_finnland,spf_expected_hicp_1_2y,,2001-09-01,2.216461,""
island_finnland,spf_expected_hicp_1_2y,,2001-10-01,2.17037,""
island_finnland,spf_expected_hicp_1_2y,,2001-11-01,2.02508,""
island_finnland,spf_expected_hicp_1_2y,,2001-12-01,1.884477,""
island_finnland,spf_expected_hicp_1_2y,,2002-01-01,1.739187,""
island_finnland,spf_expected_hicp_1_2y,,2002-02-01,1.822667,""
island_finnland,spf_expected_hicp_1_2y,,2002-03-01,1.898068,""
island_finnland,spf_expected_hicp_1_2y,,2002-04-01,1.981548,""
island_finnland,spf_expected_hicp_1_2y,,2002-05-01,1.984335,""
island_finnland,spf_expected_hicp_1_2y,,2002-06-01,1.987216,""
island_finnland,spf_expected_hicp_1_2y,,2002-07-01,1.990003,""
island_finnland,spf_expected_hicp_1_2y,,2002-08-01,1.997787,""
island_finnland,spf_expected_hicp_1_2y,,2002-09-01,2.00557,""
island_finnland,spf_expected_hicp_1_2y,,2002-10-01,2.013102,""
island_finnland,spf_expected_hicp_1_2y,,2002-11-01,1.942935,""
island_finnland,spf_expected_hicp_1_2y,,2002-12-01,1.875032,""
island_finnland,spf_expected_hicp_1_2y,,2003-01-01,1.804865,""
island_finnland,spf_expected_hicp_1_2y,,2003-02-01,1.812819,""
island_finnland,spf_expected_hicp_1_2y,,2003-03-01,1.820003,""
island_finnland,spf_expected_hicp_1_2y,,2003-04-01,1.827957,""
island_finnland,spf_expected_hicp_1_2y,,2003-05-01,1.793662,""
island_finnland,spf_expected_hicp_1_2y,,2003-06-01,1.758224,""
island_finnland,spf_expected_hicp_1_2y,,2003-07-01,1.723928,""
island_finnland,spf_expected_hicp_1_2y,,2003-08-01,1.758667,""
island_finnland,spf_expected_hicp_1_2y,,2003-09-01,1.793405,""
island_finnland,spf_expected_hicp_1_2y,,2003-10-01,1.827023,""
island_finnland,spf_expected_hicp_1_2y,,2003-11-01,1.799261,""
island_finnland,spf_expected_hicp_1_2y,,2003-12-01,1.772395,""
island_finnland,spf_expected_hicp_1_2y,,2004-01-01,1.744633,""
island_finnland,spf_expected_hicp_1_2y,,2004-02-01,1.751359,""
island_finnland,spf_expected_hicp_1_2y,,2004-03-01,1.757651,""
island_finnland,spf_expected_hicp_1_2y,,2004-04-01,1.764377,""
island_finnland,spf_expected_hicp_1_2y,,2004-05-01,1.835802,""
island_finnland,spf_expected_hicp_1_2y,,2004-06-01,1.909609,""
island_finnland,spf_expected_hicp_1_2y,,2004-07-01,1.981034,""
island_finnland,spf_expected_hicp_1_2y,,2004-08-01,1.994215,""
island_finnland,spf_expected_hicp_1_2y,,2004-09-01,2.007396,""
island_finnland,spf_expected_hicp_1_2y,,2004-10-01,2.020151,""
island_finnland,spf_expected_hicp_1_2y,,2004-11-01,1.958383,""
island_finnland,spf_expected_hicp_1_2y,,2004-12-01,1.898607,""
island_finnland,spf_expected_hicp_1_2y,,2005-01-01,1.836838,""
island_finnland,spf_expected_hicp_1_2y,,2005-02-01,1.841094,""
island_finnland,spf_expected_hicp_1_2y,,2005-03-01,1.844937,""
island_finnland,spf_expected_hicp_1_2y,,2005-04-01,1.849192,""
island_finnland,spf_expected_hicp_1_2y,,2005-05-01,1.869112,""
island_finnland,spf_expected_hicp_1_2y,,2005-06-01,1.889696,""
island_finnland,spf_expected_hicp_1_2y,,2005-07-01,1.909615,""
island_finnland,spf_expected_hicp_1_2y,,2005-08-01,1.9758,""
island_finnland,spf_expected_hicp_1_2y,,2005-09-01,2.041985,""
island_finnland,spf_expected_hicp_1_2y,,2005-10-01,2.106034,""
island_finnland,spf_expected_hicp_1_2y,,2005-11-01,2.075199,""
island_finnland,spf_expected_hicp_1_2y,,2005-12-01,2.045359,""
island_finnland,spf_expected_hicp_1_2y,,2006-01-01,2.014524,""
island_finnland,spf_expected_hicp_1_2y,,2006-02-01,2.045496,""
island_finnland,spf_expected_hicp_1_2y,,2006-03-01,2.07347,""
island_finnland,spf_expected_hicp_1_2y,,2006-04-01,2.104442,""
island_finnland,spf_expected_hicp_1_2y,,2006-05-01,2.14007,""
island_finnland,spf_expected_hicp_1_2y,,2006-06-01,2.176886,""
island_finnland,spf_expected_hicp_1_2y,,2006-07-01,2.212514,""
island_finnland,spf_expected_hicp_1_2y,,2006-08-01,2.196383,""
island_finnland,spf_expected_hicp_1_2y,,2006-09-01,2.180252,""
island_finnland,spf_expected_hicp_1_2y,,2006-10-01,2.164642,""
island_finnland,spf_expected_hicp_1_2y,,2006-11-01,2.090156,""
island_finnland,spf_expected_hicp_1_2y,,2006-12-01,2.018072,""
island_finnland,spf_expected_hicp_1_2y,,2007-01-01,1.943586,""
island_finnland,spf_expected_hicp_1_2y,,2007-02-01,1.935165,""
island_finnland,spf_expected_hicp_1_2y,,2007-03-01,1.92756,""
island_finnland,spf_expected_hicp_1_2y,,2007-04-01,1.919139,""
island_finnland,spf_expected_hicp_1_2y,,2007-05-01,1.948867,""
island_finnland,spf_expected_hicp_1_2y,,2007-06-01,1.979586,""
island_finnland,spf_expected_hicp_1_2y,,2007-07-01,2.009314,""
island_finnland,spf_expected_hicp_1_2y,,2007-08-01,2.007811,""
island_finnland,spf_expected_hicp_1_2y,,2007-09-01,2.006308,""
island_finnland,spf_expected_hicp_1_2y,,2007-10-01,2.004854,""
island_finnland,spf_expected_hicp_1_2y,,2007-11-01,2.077698,""
island_finnland,spf_expected_hicp_1_2y,,2007-12-01,2.148192,""
island_finnland,spf_expected_hicp_1_2y,,2008-01-01,2.221036,""
island_finnland,spf_expected_hicp_1_2y,,2008-02-01,2.34286,""
island_finnland,spf_expected_hicp_1_2y,,2008-03-01,2.456825,""
island_finnland,spf_expected_hicp_1_2y,,2008-04-01,2.57865,""
island_finnland,spf_expected_hicp_1_2y,,2008-05-01,2.739814,""
island_finnland,spf_expected_hicp_1_2y,,2008-06-01,2.906351,""
island_finnland,spf_expected_hicp_1_2y,,2008-07-01,3.067516,""
island_finnland,spf_expected_hicp_1_2y,,2008-08-01,2.975034,""
island_finnland,spf_expected_hicp_1_2y,,2008-09-01,2.882553,""
island_finnland,spf_expected_hicp_1_2y,,2008-10-01,2.793054,""
island_finnland,spf_expected_hicp_1_2y,,2008-11-01,2.269169,""
island_finnland,spf_expected_hicp_1_2y,,2008-12-01,1.762183,""
island_finnland,spf_expected_hicp_1_2y,,2009-01-01,1.238297,""
